area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500,year
30.3,5,4,15,7,2,0,1,0,254,1081,1071,2870,5,5,1,1,1,0,0,0,2,1,30,24,30,24,1,0,2,1,4,0,72,1,0,0,31,10,0,0,7,3,0,0,3,2,1966
47.0,5,2,15,3,4,1,0,0,449,5058,1005,451,6,22,0,0,3,1,2,2,1,1,40,36,32,32,0,0,5,2,0,0,68,1,0,0,42,10,1,1,1,0,0,0,68,37,0
33.4,4,1,15,3,3,0,1,0,187,3899,1179,1403,5,9,2,0,0,0,2,0,0,0,36,0,27,0,1,0,3,0,0,0,62,1,0,0,28,11,0,0,7,3,0,0,6,0,1983
66.0,6,2,10,4,2,2,0,0,213,4298,661,215,7,9,1,1,2,0,0,0,0,0,33,37,31,40,3,1,2,0,5,1,65,3,3,0,24,9,2,1,3,1,0,0,16,3,1993
67.0,8,1,26,6,17,3,0,0,288,7235,1289,1349,12,12,4,0,2,1,2,0,1,0,35,38,30,31,4,1,7,1,3,0,60,3,0,0,48,8,0,0,13,3,0,0,74,10,1979
53.0,5,1,8,4,2,2,0,0,183,4366,687,184,1,9,1,1,2,0,0,0,0,0,33,32,31,32,2,1,1,0,5,1,59,2,3,0,24,4,1,1,4,1,0,0,16,1,1993
75.0,2,1,39,13,17,2,0,0,327,11327,287,4527,2,3,3,3,0,0,3,1,0,0,35,24,26,25,1,0,4,2,12,5,49,2,3,1,18,6,0,0,10,2,1,0,12,7,0
45.4,6,2,15,4,2,1,2,1,125,1454,555,2988,2,5,1,0,1,1,0,0,1,1,18,0,16,0,2,0,2,1,5,2,68,2,2,0,26,6,0,0,6,0,0,0,5,0,1966
41.0,4,1,47,25,27,18,0,0,119,10628,127,3866,1,2,5,4,1,0,4,1,0,0,33,33,25,25,5,2,6,2,12,4,70,2,3,3,19,12,0,0,17,12,1,1,19,9,1917
54.0,5,4,15,7,1,0,1,0,44,882,1187,3054,2,5,1,1,1,0,1,0,3,0,24,24,24,24,1,0,1,1,4,1,64,3,0,0,32,12,0,0,7,3,0,0,2,2,1967
41.0,6,4,15,4,2,1,0,0,228,4272,878,469,4,5,1,1,1,0,0,0,0,0,33,38,36,40,2,0,3,1,6,2,51,2,2,0,27,8,2,1,6,1,0,0,17,4,1961
44.5,3,3,16,6,2,0,0,0,224,2064,283,1975,10,16,4,3,1,1,0,0,0,0,33,0,24,0,0,0,7,3,0,0,67,1,4,1,21,6,0,0,5,3,0,0,9,0,2007
53.0,3,1,11,3,2,1,0,0,259,2095,732,4843,4,16,0,0,1,1,0,0,2,1,39,33,42,40,2,2,1,1,0,0,59,2,1,0,36,15,0,0,3,0,0,0,9,3,2009
62.0,5,3,18,7,5,2,0,0,200,989,202,3318,3,9,1,0,1,0,0,0,1,0,26,0,20,0,1,0,2,0,2,0,53,3,2,2,31,15,0,0,0,0,0,0,6,0,1975
45.0,4,0,27,11,4,0,1,1,102,3688,442,1373,4,5,0,0,0,0,3,0,0,0,43,45,35,45,0,0,4,0,4,0,52,2,1,1,30,2,0,0,8,4,0,0,54,5,1965
64.2,2,1,25,12,4,1,0,0,199,2583,2281,6035,7,9,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,63,3,0,0,24,7,0,0,6,3,0,0,0,0,1984
60.0,3,1,18,6,3,0,1,0,356,2476,1165,3377,5,10,1,0,1,0,3,1,0,0,33,38,28,28,1,0,2,1,6,2,69,2,0,0,18,4,0,0,7,3,1,0,47,12,2012
45.0,2,1,22,6,7,2,1,0,376,5386,733,648,5,5,0,0,2,0,1,0,1,0,31,47,30,47,1,1,1,0,1,0,55,2,1,0,41,9,1,0,6,1,0,0,24,2,1963
48.7,3,2,6,2,0,0,0,0,275,2767,976,2576,5,16,1,1,0,0,1,0,0,0,37,33,32,32,2,1,0,0,4,2,53,1,2,0,7,7,0,0,0,0,1,1,52,14,2013
41.0,5,2,19,4,5,3,0,0,426,997,1785,4649,3,9,0,0,1,0,0,0,2,1,28,29,29,29,0,0,1,0,2,0,62,1,0,0,37,10,0,0,5,1,0,0,5,4,1986
117.4,2,0,9,6,2,0,0,0,320,4799,254,425,4,9,1,1,1,1,0,0,0,0,23,12,25,12,2,0,0,0,2,1,53,4,3,2,17,0,1,1,5,2,0,0,9,1,1996
56.0,0,0,5,2,1,1,0,0,196,6568,1329,1568,2,4,0,0,0,0,1,0,0,0,25,37,24,40,0,0,0,0,0,0,33,2,0,0,1,1,0,0,5,2,0,0,8,3,1941
98.3,3,1,13,6,8,7,0,0,153,4522,517,1314,10,24,5,1,3,0,4,2,5,3,44,51,33,48,3,2,3,2,5,1,97,3,2,0,23,15,0,0,6,3,0,0,28,19,2016
37.0,8,0,10,1,0,0,0,0,467,4158,625,579,2,5,0,0,3,1,1,0,1,0,32,27,30,27,0,0,3,1,3,0,55,2,1,0,35,4,2,0,3,0,0,0,20,1,1959
31.0,4,0,13,6,0,0,0,0,299,2263,48,4458,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,56,1,1,1,8,4,0,0,5,2,0,0,0,0,1979
59.0,4,1,21,9,12,1,0,0,380,5637,51,490,3,4,4,0,5,2,3,1,1,0,31,33,26,35,1,0,1,0,3,1,65,2,1,1,65,21,2,1,1,0,1,0,49,13,1967
61.0,4,0,21,3,2,0,0,0,186,2568,518,2332,5,5,2,0,1,0,1,0,0,0,27,0,23,0,0,0,7,2,1,0,48,3,3,0,28,11,0,0,8,3,0,0,8,0,1972
86.1,0,0,1,0,2,0,0,0,694,4839,2876,7256,15,16,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,52,3,0,0,2,0,0,0,0,0,0,0,1,1,2012
65.0,6,0,19,7,3,1,0,0,327,1619,241,3631,5,5,1,1,0,0,0,0,0,0,26,0,20,0,0,0,3,1,0,0,43,4,3,1,25,3,0,0,4,3,0,0,6,0,1968
120.0,9,1,54,6,28,2,0,0,242,9081,681,2375,12,12,3,3,3,1,3,0,0,0,40,45,40,35,2,0,10,0,14,5,100,4,1,0,23,12,0,0,14,3,3,0,131,18,1917
101.4,2,0,2,0,2,0,0,0,612,2440,448,2327,14,19,3,0,0,0,0,0,1,0,34,49,32,50,2,0,1,0,2,0,65,3,3,2,11,2,0,0,0,0,0,0,22,6,2007
96.0,3,1,14,6,8,6,0,0,67,4362,422,1474,9,24,3,0,3,1,2,1,5,2,45,43,32,48,3,2,3,1,6,2,82,3,2,1,22,13,0,0,6,3,0,0,25,3,2015
31.0,2,1,8,3,4,1,0,0,329,4589,488,329,1,5,0,0,2,0,1,0,0,0,42,19,30,19,2,0,0,0,0,0,79,1,3,1,27,6,1,1,0,0,0,0,45,2,1961
74.8,4,0,22,4,9,1,0,0,118,5547,321,553,3,4,5,2,4,2,3,1,4,0,36,20,32,20,0,0,6,0,5,1,45,3,1,1,49,5,2,0,2,0,0,0,71,2,1954
23.8,4,0,14,4,3,2,0,0,297,1713,268,2687,3,5,3,2,1,1,0,0,0,0,26,26,20,20,1,0,8,4,0,0,69,1,5,2,29,9,0,0,8,0,0,0,6,6,1976
45.4,3,1,13,5,7,1,0,0,278,6204,465,761,4,5,0,0,2,1,0,0,2,0,35,33,32,30,1,0,0,0,2,1,62,2,1,1,51,15,1,0,8,5,0,0,46,11,1968
65.2,7,2,59,17,34,8,0,0,77,9919,860,3137,4,5,7,2,2,0,3,0,0,0,43,32,42,25,7,3,6,0,20,3,78,3,2,0,25,3,0,0,21,10,4,0,87,3,1
209.0,0,0,13,0,8,3,0,0,656,6498,369,656,16,25,3,1,2,1,1,0,0,0,44,41,36,42,3,0,2,1,7,1,186,4,1,1,14,2,1,0,5,0,0,0,36,12,2006
45.9,9,2,21,4,3,0,0,0,280,296,1024,3381,1,5,1,0,1,0,1,0,3,0,24,0,24,0,2,0,1,0,3,2,57,2,0,0,45,14,0,0,7,2,0,0,2,0,1967
82.0,5,0,14,2,1,1,0,0,111,4176,1826,1787,4,5,0,0,0,0,0,0,0,0,42,65,45,65,0,0,1,1,0,0,45,3,0,0,16,1,0,0,6,2,0,0,11,1,0
85.0,6,0,21,7,5,0,0,0,100,1407,1263,4915,4,14,0,0,1,1,0,0,3,1,31,0,30,0,2,0,2,0,0,0,57,2,0,0,34,2,0,0,6,2,0,0,7,0,1999
23.0,5,1,24,6,2,0,1,0,82,3233,600,1685,1,5,4,2,0,0,1,1,0,0,34,23,32,23,0,0,4,2,0,0,65,1,1,0,34,3,0,0,9,0,0,0,5,1,1969
64.0,6,0,19,8,3,1,0,0,318,1622,249,3641,2,5,1,1,0,0,0,0,0,0,26,0,20,0,0,0,3,1,0,0,51,3,3,1,25,3,0,0,4,3,0,0,6,0,1968
50.0,0,0,3,0,1,0,0,0,567,5911,2089,2010,1,2,0,0,0,0,1,0,1,0,39,39,36,37,0,0,0,0,0,0,31,2,0,0,6,2,0,0,3,0,0,0,18,7,1951
60.0,4,0,22,11,7,6,1,1,148,5822,1158,1146,5,5,1,0,2,0,2,0,2,1,31,29,30,30,1,0,1,1,2,0,49,3,0,0,49,10,0,0,8,4,0,0,27,14,1963
40.0,4,0,14,0,3,2,0,0,699,2368,98,4143,5,23,0,0,1,0,1,0,1,1,38,45,41,45,2,0,2,0,1,0,66,1,1,1,44,21,0,0,5,0,0,0,10,2,2016
129.0,6,0,21,7,5,0,0,0,100,1407,1263,4915,4,14,0,0,1,1,0,0,3,1,31,0,30,0,2,0,2,0,0,0,58,4,0,0,34,2,0,0,6,2,0,0,7,0,1999
55.1,3,1,15,4,5,1,0,0,130,7531,1090,1615,8,12,4,0,1,0,0,0,0,0,37,72,31,72,2,1,3,0,0,0,52,2,0,0,19,8,0,0,9,2,0,0,31,2,1984
37.5,2,0,24,2,7,3,0,0,370,8423,654,2503,8,16,4,1,1,0,2,0,1,0,31,36,25,18,1,0,4,1,3,0,47,1,1,0,14,5,0,0,5,2,0,0,25,6,2016
80.0,4,3,20,5,2,0,0,0,87,2287,130,2047,6,10,3,2,1,1,1,0,0,0,27,28,22,28,0,0,7,5,0,0,48,4,4,2,21,10,0,0,7,3,0,0,8,1,1993
82.0,2,1,22,6,11,3,0,0,149,5821,856,149,4,25,5,1,4,0,1,0,2,0,38,28,32,21,1,1,8,1,8,2,87,3,2,0,23,11,2,1,5,1,0,0,60,19,2016
40.0,5,2,22,3,5,2,0,0,192,1234,1800,4893,3,9,0,0,1,0,0,0,2,0,28,29,29,29,0,0,1,1,2,0,68,1,0,0,36,7,0,0,6,1,0,0,5,4,1986
49.0,4,2,18,0,9,7,0,0,585,4756,529,1222,1,10,5,2,4,1,3,2,4,3,44,38,32,38,3,1,6,1,6,1,72,2,3,0,47,15,0,0,5,0,0,0,25,2,1
46.0,6,0,17,2,3,1,0,0,272,1796,366,3441,4,5,1,1,0,0,0,0,0,0,30,0,25,0,0,0,4,1,0,0,51,2,4,1,26,3,0,0,5,2,0,0,10,0,1969
63.0,9,3,13,3,2,0,0,0,264,3768,587,265,4,5,0,0,3,2,1,0,0,0,38,26,31,28,0,0,4,0,3,1,45,2,1,0,38,13,2,1,3,0,0,0,26,6,1958
40.0,3,0,7,5,3,1,0,0,203,4537,466,205,4,9,1,1,1,1,0,0,0,0,29,30,30,30,2,1,0,0,3,0,62,1,3,2,21,1,1,1,3,1,0,0,19,1,2008
33.0,6,3,10,3,2,1,0,0,253,3571,1007,255,1,5,2,0,2,1,1,1,0,0,38,29,33,30,0,0,3,2,2,1,58,1,0,0,32,18,1,1,0,0,0,0,28,11,1975
42.0,2,0,11,2,0,0,0,0,259,2855,922,2828,10,10,0,0,0,0,1,0,0,0,30,50,26,50,0,0,2,0,1,1,57,1,3,0,24,3,0,0,7,2,0,0,11,1,2005
38.0,1,0,3,0,3,1,0,0,858,2678,407,4046,9,11,0,0,0,0,1,0,1,0,38,40,41,45,2,0,2,0,0,0,67,1,1,1,41,18,0,0,0,0,0,0,10,7,2016
60.0,3,0,6,0,2,0,1,0,640,1966,450,2462,4,9,0,0,1,0,0,0,2,0,37,0,34,0,1,0,1,0,3,1,53,3,2,2,9,0,0,0,1,0,0,0,10,0,1972
50.7,1,1,8,0,1,0,0,0,501,4950,2473,2088,5,5,0,0,0,0,0,0,0,0,45,49,45,50,0,0,0,0,0,0,55,3,0,0,2,1,0,0,4,0,0,0,11,7,1972
102.0,1,0,8,0,2,1,0,0,576,5024,1643,1386,19,23,1,0,0,0,1,1,1,0,35,37,32,37,0,0,2,0,1,0,58,3,0,0,8,2,0,0,3,0,0,0,15,2,2015
111.0,1,0,6,1,2,1,0,0,498,4884,1503,1404,13,15,1,0,1,0,1,1,1,0,44,35,36,32,0,0,2,0,1,0,74,3,0,0,9,3,0,0,2,0,0,0,29,3,2012
108.5,6,4,59,6,17,0,0,0,113,8996,814,2353,13,14,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,85,3,2,0,20,11,0,0,12,3,1,0,122,14,1889
35.6,1,1,15,8,3,0,1,0,49,3378,753,1330,3,7,2,2,1,0,1,0,1,0,32,39,30,48,1,0,0,0,0,0,70,1,2,0,27,2,0,0,5,3,0,0,32,3,1989
74.0,7,0,22,8,26,4,0,0,317,10299,967,3481,5,9,5,1,0,0,2,1,0,0,47,44,40,44,4,2,4,1,18,7,121,1,1,0,18,3,0,0,9,3,3,2,17,2,2003
57.0,2,1,12,5,4,2,1,1,195,4013,1016,683,2,3,4,1,0,0,1,0,0,0,32,0,30,0,1,1,3,0,1,0,41,2,0,0,27,9,1,0,4,2,0,0,20,0,1948
64.0,2,1,9,0,0,0,0,0,627,2847,278,3972,9,9,0,0,0,0,0,0,0,0,35,24,34,24,0,0,1,0,0,0,59,3,1,1,5,1,0,0,3,0,0,0,6,1,1987
44.0,4,1,22,4,0,0,1,0,231,3137,968,2068,10,10,2,0,0,0,1,1,0,0,27,32,28,32,0,0,6,0,1,0,51,1,2,0,35,6,0,0,9,1,0,0,3,1,1951
40.0,0,0,6,1,0,0,0,0,354,5755,541,1340,14,17,1,1,1,0,0,0,0,0,33,0,28,0,2,1,0,0,1,0,61,1,2,0,4,3,0,0,4,1,0,0,9,0,2011
43.4,4,1,10,1,1,0,0,0,105,2977,1136,2493,3,16,1,0,0,0,1,0,0,0,36,33,32,32,2,1,0,0,5,1,74,1,0,0,9,6,0,0,0,0,1,1,53,13,2016
50.6,11,2,40,12,29,13,0,0,114,9270,567,2467,6,7,7,3,1,1,2,1,0,0,42,43,40,43,8,1,4,2,18,5,124,2,1,0,22,6,0,0,16,4,5,2,94,76,1984
45.0,5,1,34,3,13,0,0,0,447,7916,598,1864,5,5,4,3,2,0,1,0,2,0,33,35,29,18,2,0,6,0,2,0,57,2,1,0,23,7,0,0,9,2,1,0,30,7,1977
81.0,4,2,43,17,27,13,0,0,314,10844,297,4034,2,8,5,3,0,0,3,3,0,0,32,38,25,28,5,1,5,3,14,7,104,2,3,2,21,11,0,0,16,4,1,1,16,10,2005
55.0,3,1,15,2,3,1,0,0,409,2062,403,4529,8,16,0,0,1,0,0,0,2,1,38,37,41,41,2,2,2,1,0,0,60,1,1,1,41,27,0,0,5,0,0,0,10,4,1
43.0,10,1,15,0,1,0,0,0,525,3499,382,539,1,5,0,0,3,0,1,0,0,0,37,23,31,23,1,0,4,0,5,0,51,2,1,1,42,7,2,0,4,0,0,0,31,1,1967
63.6,8,6,16,5,2,1,0,0,406,4129,605,449,3,4,1,0,2,1,0,0,0,0,39,41,40,40,2,0,3,1,5,4,37,2,1,0,30,13,2,1,6,2,0,0,12,8,1952
73.0,9,4,43,13,32,14,0,0,191,7785,143,1012,8,18,4,0,0,0,1,0,1,1,40,52,28,27,7,0,13,8,9,1,71,2,5,3,42,20,0,0,14,6,2,0,51,14,2008
68.0,7,2,19,2,4,2,0,0,440,1298,1009,4493,2,16,0,0,2,0,0,0,0,0,34,36,27,30,0,0,0,0,2,0,39,2,0,0,29,2,0,0,0,0,0,0,6,5,1970
64.0,4,1,18,3,8,7,0,0,261,4683,620,1155,19,21,5,1,2,0,4,2,5,4,44,47,35,37,3,1,3,2,5,2,67,1,2,0,30,13,0,0,6,2,0,0,31,22,1913
87.5,3,2,10,1,0,0,0,0,308,2805,892,2365,5,11,1,0,0,0,1,0,0,0,37,35,34,32,2,1,0,0,2,1,72,2,3,0,11,6,0,0,0,0,1,0,35,23,2014
28.8,2,1,20,11,3,0,0,0,247,2731,2319,6156,1,9,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,4,1,67,1,0,0,21,2,0,0,5,3,0,0,0,0,1987
56.0,5,0,25,7,5,0,1,1,290,3469,159,1427,5,5,1,0,0,0,2,0,0,0,44,0,38,0,0,0,1,0,3,0,46,3,1,1,26,1,0,0,7,5,0,0,60,0,1963
49.5,7,1,23,4,3,1,2,1,220,1403,1133,3861,6,9,0,0,1,0,1,0,1,0,29,0,37,0,1,0,3,0,4,1,52,2,0,0,29,11,0,0,8,1,0,0,3,0,1977
47.0,4,1,18,2,4,0,1,0,125,2249,970,3226,16,16,1,1,1,0,2,0,0,0,35,50,28,50,2,0,3,1,7,4,65,1,2,0,23,1,0,0,6,0,1,0,30,2,2012
67.0,2,0,19,2,2,1,0,0,82,2653,1808,5868,3,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,56,3,0,0,17,1,0,0,5,2,0,0,0,0,1981
45.3,1,0,5,2,0,0,0,0,322,5870,910,1399,4,5,1,0,0,0,0,0,0,0,58,0,48,0,3,1,0,0,1,0,50,2,2,0,16,2,0,0,4,2,0,0,3,0,1964
42.0,8,6,13,5,3,1,0,0,329,3714,362,332,3,5,0,0,3,1,0,0,0,0,35,37,38,41,1,1,3,2,5,3,58,2,1,1,34,15,1,1,5,2,0,0,18,6,1963
26.0,5,1,48,6,30,15,0,0,148,10568,501,3753,1,2,5,3,0,0,4,2,0,0,35,49,26,48,6,1,5,2,18,7,42,1,3,0,20,9,0,0,18,2,3,1,16,6,1887
90.0,8,5,40,13,28,12,0,0,166,7797,86,1085,2,10,2,0,0,0,1,0,1,1,37,52,25,27,2,0,12,6,7,1,73,3,4,3,40,14,0,0,13,5,2,1,38,14,2008
85.0,4,1,25,7,7,3,1,0,350,5776,1044,808,7,9,1,0,2,0,1,0,2,1,33,28,32,28,1,0,1,0,1,0,67,2,0,0,48,14,1,0,9,4,0,0,45,10,2010
47.0,4,1,18,5,4,0,1,0,335,3191,269,1005,2,2,4,2,1,0,1,0,0,0,38,42,35,40,0,0,5,1,1,0,46,2,1,1,31,4,0,0,3,0,0,0,27,4,1952
71.5,3,1,14,2,3,1,0,0,426,2157,436,4551,10,16,0,0,1,0,0,0,2,1,38,37,41,41,2,2,2,1,0,0,76,2,1,1,40,28,0,0,4,0,0,0,10,4,2006
31.3,10,2,14,1,1,0,0,0,417,3394,487,640,3,5,0,0,3,0,1,0,0,0,36,23,30,23,1,0,4,0,4,0,59,1,1,1,43,5,2,0,3,0,0,0,32,1,1963
50.0,1,0,17,7,9,6,0,0,452,6449,178,475,3,12,3,1,2,2,1,0,0,0,36,41,28,32,3,1,5,2,10,3,87,2,1,1,19,7,2,1,5,2,0,0,57,9,1972
42.0,7,2,18,4,5,2,0,0,399,1307,1056,4536,2,16,0,0,2,0,0,0,0,0,34,36,27,30,0,0,0,0,2,0,59,1,0,0,31,1,0,0,0,0,0,0,6,5,1970
18.0,3,1,14,2,2,0,0,0,202,2630,318,1336,5,5,0,0,1,0,0,0,0,0,38,31,30,28,1,0,1,0,0,0,55,1,1,1,19,5,0,0,7,2,0,0,20,4,1964
80.0,4,1,48,23,26,12,0,0,51,10874,115,4104,3,3,4,3,0,0,4,1,0,0,31,35,25,26,4,1,5,2,13,4,58,3,3,3,21,11,0,0,16,9,1,1,17,8,1930
60.0,7,2,17,2,3,0,0,0,313,1505,1221,4714,4,9,0,0,2,0,0,0,1,0,34,36,27,30,0,0,0,0,2,0,57,3,0,0,38,2,0,0,2,0,0,0,6,5,1971
31.0,4,3,13,6,1,0,1,0,315,1181,1069,2741,4,5,2,1,1,0,0,0,2,1,40,24,36,24,1,0,2,1,4,0,53,1,0,0,30,9,0,0,6,3,0,0,4,2,1966
106.2,6,4,52,23,14,6,0,0,250,8819,525,2286,11,11,5,0,2,1,2,0,1,0,37,33,32,32,1,1,7,4,10,7,77,3,1,0,21,13,0,0,8,5,1,0,81,27,2001
63.0,2,0,4,1,0,0,0,0,235,3105,602,4346,2,9,0,0,0,0,0,0,0,0,32,0,30,0,0,0,0,0,0,0,54,3,1,0,4,0,0,0,0,0,0,0,5,0,1975
77.5,4,3,20,5,2,0,0,0,87,2287,130,2047,1,10,3,2,1,1,1,0,0,0,27,28,22,28,0,0,7,5,0,0,55,4,4,2,21,10,0,0,7,3,0,0,8,1,1993
60.0,2,1,11,3,3,0,0,0,290,2326,613,3543,2,9,1,0,0,0,0,0,0,0,32,35,26,34,0,0,3,1,0,0,49,3,3,0,14,1,0,0,5,3,0,0,11,4,1976
71.0,3,0,10,4,3,0,0,0,417,7518,1412,1637,2,25,4,0,2,0,0,0,0,0,40,16,35,16,1,0,1,0,1,0,46,2,0,0,19,3,0,0,8,2,0,0,19,1,1985
35.0,1,1,14,1,2,0,1,0,402,4242,1357,1051,3,9,3,0,0,0,1,1,0,0,37,18,23,18,1,0,1,0,0,0,51,1,0,0,21,12,0,0,7,1,0,0,5,2,1974
76.0,3,1,15,5,5,0,0,0,80,7572,1069,1655,12,12,4,0,1,0,0,0,0,0,37,72,31,72,2,1,2,0,0,0,59,3,0,0,17,6,0,0,9,3,0,0,29,2,1984
85.0,5,0,26,11,26,7,0,0,128,6550,328,282,4,9,4,2,3,2,2,1,1,0,35,51,30,37,5,1,13,3,12,5,55,3,2,1,42,11,2,1,6,4,0,0,103,16,1974
45.0,11,5,14,7,2,0,0,0,329,3631,265,332,5,5,0,0,3,1,0,0,0,0,41,35,38,40,1,1,3,0,4,2,57,2,1,1,38,12,2,1,4,2,0,0,28,7,1961
60.0,0,0,17,7,1,1,0,0,224,5215,349,227,1,9,1,1,0,0,2,0,0,0,31,50,25,50,2,1,0,0,1,0,58,3,1,1,2,0,2,1,9,4,1,0,19,1,1977
79.0,1,1,15,3,6,1,0,0,34,8029,723,2111,9,10,4,4,1,0,1,0,1,0,31,35,23,20,2,0,3,1,1,0,58,3,1,0,18,7,0,0,6,3,0,0,23,7,1
31.0,11,1,15,5,2,0,0,0,472,3510,340,482,5,5,0,0,3,1,1,0,0,0,37,27,33,29,1,0,4,0,5,0,58,1,1,1,37,8,2,1,4,0,0,0,32,4,1970
69.0,3,2,8,1,2,0,0,0,439,2752,794,2313,8,18,1,0,0,0,1,0,0,0,37,34,34,32,2,1,1,0,2,1,70,2,3,0,10,5,0,0,0,0,1,0,35,22,2011
90.0,6,1,35,7,30,6,0,0,304,10455,750,3635,2,13,5,2,0,0,3,1,0,0,41,44,37,44,4,2,5,1,16,6,88,2,3,0,19,2,0,0,13,2,3,0,23,2,2013
20.0,6,1,15,5,2,1,0,0,96,4539,869,377,6,9,1,1,2,0,0,0,0,0,35,32,38,32,1,0,1,0,6,1,62,1,3,0,24,4,2,1,6,2,0,0,16,1,1981
95.0,3,0,45,11,23,6,0,0,159,10398,572,3737,2,8,4,0,1,1,2,1,0,0,34,28,27,30,4,2,3,0,6,2,63,2,2,0,14,3,0,0,14,3,1,0,14,4,2004
22.0,7,2,21,2,5,0,0,0,457,1522,859,4339,3,9,1,0,1,0,0,0,0,0,36,0,30,0,0,0,0,0,1,0,79,1,3,0,19,5,0,0,3,0,0,0,5,0,1975
33.1,2,0,11,0,2,1,1,0,592,2845,569,1896,5,5,2,1,0,0,1,0,1,1,37,0,35,0,0,0,0,0,0,0,64,1,3,0,12,2,0,0,4,0,0,0,19,0,1967
50.0,4,2,13,9,1,0,0,0,73,2032,451,3986,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,53,2,2,1,12,4,0,0,5,3,0,0,0,0,1977
58.0,2,0,22,9,4,3,0,0,304,2359,2662,5996,7,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,101,2,0,0,26,6,0,0,5,2,0,0,0,0,2011
160.0,6,2,31,10,24,10,0,0,365,7246,382,443,7,10,1,1,2,0,1,1,1,0,41,49,30,32,7,1,11,4,14,4,79,5,5,1,42,11,1,1,13,3,1,1,59,29,1999
47.0,9,2,21,4,3,0,0,0,280,296,1024,3381,1,5,1,0,1,0,1,0,3,0,24,0,24,0,2,0,1,0,3,2,56,2,0,0,45,14,0,0,7,2,0,0,2,0,1967
136.0,1,0,4,0,2,1,0,0,661,5033,1715,1456,13,14,1,0,0,0,1,1,1,0,34,37,34,37,0,0,1,0,1,0,70,3,0,0,7,2,0,0,1,0,0,0,12,2,2003
46.0,4,0,13,0,4,2,0,0,740,2483,197,4080,2,5,0,0,0,0,1,0,1,1,38,40,41,40,2,0,2,0,1,0,73,1,1,1,44,20,0,0,5,0,0,0,10,2,2015
33.0,2,1,23,5,8,0,0,0,127,6430,652,615,5,5,1,1,0,0,1,1,0,0,36,35,35,35,1,0,0,0,2,1,57,1,1,0,68,15,1,0,10,5,1,1,42,14,1
72.0,3,0,8,4,3,0,0,0,447,7550,1402,1671,12,25,4,0,2,0,0,0,0,0,40,16,35,16,1,0,1,0,1,0,48,2,0,0,15,4,0,0,6,2,0,0,19,1,1985
60.0,4,0,32,10,26,3,0,0,217,6446,627,540,3,9,6,2,5,1,2,0,1,0,33,34,27,29,5,1,13,5,10,4,71,3,1,0,44,12,2,0,6,4,0,0,96,30,1973
71.7,6,2,20,3,3,3,0,0,146,803,1649,4378,4,9,0,0,1,0,1,0,3,1,28,0,29,0,1,0,1,0,1,0,65,3,0,0,35,7,0,0,7,1,0,0,5,0,1987
58.0,2,1,7,4,1,0,0,0,282,2175,159,1697,3,5,2,0,0,0,0,0,0,0,39,0,36,0,0,0,0,0,0,0,45,3,1,1,8,1,0,0,6,4,0,0,6,0,1967
56.0,8,4,40,18,38,8,0,0,203,9736,1030,2929,3,5,5,3,1,1,5,0,0,0,43,45,41,40,8,2,5,1,20,7,89,3,0,0,19,6,0,0,13,8,5,2,94,13,1928
60.0,3,1,11,3,2,1,0,0,353,2189,756,4843,11,16,0,0,1,0,0,0,2,1,39,33,42,40,2,2,1,1,0,0,61,1,1,0,36,15,0,0,3,0,0,0,9,3,2003
29.4,4,0,14,4,3,2,0,0,284,1713,265,2675,5,5,3,2,1,1,0,0,0,0,26,26,20,20,1,0,8,4,0,0,54,1,5,2,29,9,0,0,8,0,0,0,6,6,1976
56.3,3,0,15,5,5,2,0,0,88,3282,1039,1142,5,5,2,0,1,1,0,0,1,0,34,30,40,22,3,0,1,1,3,0,44,3,0,0,24,7,0,0,6,0,0,0,15,3,1962
31.6,2,0,15,0,2,1,0,0,675,2713,713,2023,5,5,2,1,0,0,0,0,1,1,37,0,36,0,1,0,0,0,1,0,64,1,3,0,11,2,0,0,6,0,0,0,17,0,1968
40.0,5,2,18,3,6,2,0,0,340,1082,1777,4735,1,9,0,0,1,0,0,0,2,1,28,29,29,29,0,0,1,0,2,0,55,1,0,0,38,9,0,0,5,1,0,0,5,4,1986
